"사용일자","노선명","역명","승차총승객수","하차총승객수","등록일자"
"20260401","2호선","문래","26767","27452","20260404",""
"20260401","2호선","영등포구청","27034","28010","20260404",""
"20260401","2호선","당산","22381","25256","20260404",""
"20260401","2호선","합정","35780","39572","20260404",""
"20260401","2호선","홍대입구","73700","77510","20260404",""
"20260401","2호선","신촌","46144","45778","20260404",""
"20260401","2호선","이대","22352","24360","20260404",""
"20260401","2호선","아현","13381","12634","20260404",""
"20260401","2호선","충정로(경기대입구)","12111","13272","20260404",""
"20260401","2호선","용답","3867","3958","20260404",""
"20260401","2호선","신답","2061","2314","20260404",""
"20260401","2호선","신설동","4241","4285","20260404",""
"20260401","2호선","도림천","1732","1795","20260404",""
"20260401","2호선","양천구청","8119","8640","20260404",""
"20260401","2호선","신정네거리","11662","12123","20260404",""
"20260401","2호선","용두(동대문구청)","2609","2696","20260404",""
"20260401","3호선","지축","8659","8980","20260404",""
"20260401","3호선","구파발","25154","24172","20260404",""
"20260401","3호선","연신내","42418","40215","20260404",""
"20260401","3호선","불광","18595","19801","20260404",""
"20260401","3호선","녹번","17908","16773","20260404",""
"20260401","3호선","홍제","21529","20281","20260404",""
"20260401","3호선","무악재","5062","5086","20260404",""
"20260401","3호선","독립문","8993","9711","20260404",""
"20260401","3호선","경복궁(정부서울청사)","32832","32976","20260404",""
"20260401","3호선","안국","33230","34467","20260404",""
"20260401","3호선","종로3가","13616","14249","20260404",""
"20260401","3호선","을지로3가","15199","14313","20260404",""
"20260401","3호선","충무로","4","0","20260404",""
"20260401","3호선","동대입구","13872","16227","20260404",""
"20260401","3호선","약수","14397","14038","20260404",""
"20260401","3호선","금호","9551","8953","20260404",""
"20260401","3호선","옥수","10817","10966","20260404",""
"20260401","3호선","압구정","33226","34759","20260404",""
"20260401","3호선","신사","28585","30000","20260404",""
"20260401","3호선","잠원","8645","8221","20260404",""
"20260401","3호선","고속터미널","45212","41931","20260404",""
"20260401","3호선","교대(법원.검찰청)","19693","11476","20260404",""
"20260401","3호선","남부터미널(예술의전당)","33754","34162","20260404",""
"20260401","3호선","양재(서초구청)","45125","47585","20260404",""
"20260401","3호선","매봉","16170","15543","20260404",""
"20260401","3호선","도곡","7635","7539","20260404",""
"20260401","3호선","대치","13917","14169","20260404",""
"20260401","3호선","학여울","2418","2441","20260404",""
"20260401","3호선","대청","12568","11690","20260404",""
"20260401","3호선","일원","13571","13345","20260404",""
"20260401","3호선","수서","20690","20071","20260404",""
"20260401","3호선","가락시장","10494","10207","20260404",""
"20260401","3호선","경찰병원","8997","8982","20260404",""
"20260401","4호선","불암산","11038","9347","20260404",""
"20260401","4호선","상계","22404","21157","20260404",""
"20260401","4호선","노원","23455","26528","20260404",""
"20260401","4호선","창동","31165","32459","20260404",""
"20260401","4호선","쌍문","33994","31810","20260404",""
"20260401","4호선","수유(강북구청)","39081","39866","20260404",""
"20260401","4호선","미아(서울사이버대학)","19394","18729","20260404",""
"20260401","4호선","미아사거리","29794","29378","20260404",""
"20260401","4호선","길음","26212","26717","20260404",""
"20260401","4호선","성신여대입구(돈암)","28903","27125","20260404",""
"20260401","4호선","한성대입구(삼선교)","19640","19671","20260404",""
"20260401","4호선","혜화","44378","43841","20260404",""
"20260401","4호선","동대문","22209","22800","20260404",""
"20260401","4호선","동대문역사문화공원(DDP)","22468","19781","20260404",""
"20260401","4호선","충무로","40786","40936","20260404",""
"20260401","4호선","명동","43497","45392","20260404",""
"20260401","4호선","회현(남대문시장)","33394","35029","20260404",""
"20260401","4호선","서울역","15658","23865","20260404",""
"20260401","4호선","숙대입구(갈월)","20031","19415","20260404",""
"20260401","4호선","삼각지(전쟁기념관)","6947","7916","20260404",""
"20260401","4호선","신용산","23229","24767","20260404",""
"20260401","4호선","이촌(국립중앙박물관)","11572","12347","20260404",""
"20260401","4호선","동작(현충원)","2940","3008","20260404",""
"20260401","4호선","총신대입구(이수)","22388","24117","20260404",""
"20260401","4호선","사당","28462","25746","20260404",""
"20260401","4호선","남태령","1689","1490","20260404",""
"20260401","경부선","서울역","9320","3092","20260404",""
"20260401","경부선","남영","11102","11802","20260404",""
"20260401","경부선","용산","41879","42983","20260404",""
"20260401","경부선","노량진","10231","9728","20260404",""
"20260401","경부선","대방","12168","13818","20260404",""
"20260401","경부선","영등포","42521","42498","20260404",""
"20260401","경부선","신도림","4778","5071","20260404",""
"20260401","경부선","신길","10203","9064","20260404",""
"20260401","경부선","구로","19098","19301","20260404",""
"20260401","경부선","가산디지털단지","20704","24064","20260404",""
"20260401","경부선","금천구청","12711","13096","20260404",""
"20260401","경부선","석수","9661","8876","20260404",""
"20260401","경부선","관악","8229","8000","20260404",""
"20260401","경부선","안양","30492","30030","20260404",""
"20260401","경부선","명학","11518","11353","20260404",""
"20260401","경부선","금정","33193","34158","20260404",""
"20260401","경부선","군포","7993","7630","20260404",""
"20260401","경부선","의왕","11284","11341","20260404",""
"20260401","경부선","성균관대","18952","18660","20260404",""
"20260401","경부선","화서","12376","11937","20260404",""
"20260401","경부선","수원","40786","43184","20260404",""
"20260401","경부선","독산","19493","19657","20260404",""
"20260401","경부선","세류","4161","3705","20260404",""
"20260401","경부선","병점","19540","19479","20260404",""
"20260401","경부선","세마","3958","3844","20260404",""
"20260401","경부선","오산대","4802","4681","20260404",""
"20260401","경부선","오산","12810","12331","20260404",""
"20260401","경부선","진위","2144","1968","20260404",""
"20260401","경부선","송탄","4890","4719","20260404",""
"20260401","경부선","서정리","9955","9410","20260404",""
"20260401","경부선","평택지제","5236","5289","20260404",""
"20260401","경부선","평택","14376","14423","20260404",""
"20260401","경부선","성환","8347","7881","20260404",""
"20260401","경부선","직산","1159","1121","20260404",""
"20260401","경부선","두정","10343","11675","20260404",""
"20260401","경부선","천안","8412","6995","20260404",""
"20260401","경부선","당정","7863","7442","20260404",""
"20260401","경부선","서동탄","1741","1370","20260404",""
"20260401","경부선","광명","3849","3362","20260404",""
"20260401","경인선","개봉","26472","26036","20260404",""
"20260401","경인선","오류동","13203","12565","20260404",""
"20260401","경인선","역곡","31823","31548","20260404",""
"20260401","경인선","부천","35724","35424","20260404",""
"20260401","경인선","송내","29623","29290","20260404",""
"20260401","경인선","부평","31103","32252","20260404",""
"20260401","경인선","백운","8069","7891","20260404",""
"20260401","경인선","동암","16894","17133","20260404",""
"20260401","경인선","주안","20710","18974","20260404",""
"20260401","경인선","제물포","13226","12741","20260404",""
"20260401","경인선","동인천","14852","13825","20260404",""
"20260401","경인선","인천","4042","3223","20260404",""
"20260401","경인선","구일","8941","9027","20260404",""
"20260401","경인선","소사","9817","9085","20260404",""
"20260401","경인선","부개","9686","9107","20260404",""
"20260401","경인선","간석","6591","6338","20260404",""
"20260401","경인선","도원","4094","4283","20260404",""
"20260401","경인선","온수(성공회대입구)","7685","7206","20260404",""
"20260401","경인선","중동","10736","10039","20260404",""
"20260401","경인선","도화","4716","4271","20260404",""
"20260401","경원선","이촌(국립중앙박물관)","4659","3831","20260404",""
"20260401","경원선","서빙고","2732","2643","20260404",""
"20260401","경원선","한남","4171","4077","20260404",""
"20260401","경원선","옥수","50","42","20260404",""
"20260401","경원선","응봉","2811","3018","20260404",""
"20260401","경원선","왕십리(성동구청)","19404","19064","20260404",""
"20260401","경원선","청량리(서울시립대입구)","16637","17559","20260404",""
"20260401","경원선","외대앞","16003","15965","20260404",""
"20260401","경원선","신이문","9885","9098","20260404",""
"20260401","경원선","석계","9102","9421","20260404",""
"20260401","경원선","광운대","11239","10869","20260404",""
"20260401","경원선","월계","9184","8530","20260404",""
"20260401","경원선","녹천","5233","4483","20260404",""
"20260401","경원선","창동","2","0","20260404",""
"20260401","경원선","방학","11485","11278","20260404",""
"20260401","경원선","도봉","6771","6444","20260404",""
"20260401","경원선","도봉산","8370","5641","20260404",""
"20260401","경원선","망월사","11884","11913","20260404",""
"20260401","경원선","회룡","15127","14994","20260404",""
"20260401","경원선","의정부","21129","21404","20260404",""
"20260401","경원선","가능","7535","7304","20260404",""
"20260401","경원선","녹양","5107","4838","20260404",""
"20260401","경원선","양주","8145","7886","20260404",""
"20260401","경원선","덕계","8262","7526","20260404",""
"20260401","경원선","덕정","8365","7828","20260404",""
"20260401","경원선","지행","7294","7443","20260404",""
"20260401","경원선","동두천중앙","3354","3195","20260404",""
"20260401","경원선","보산","1650","1508","20260404",""
"20260401","경원선","동두천","2609","2597","20260404",""
"20260401","경원선","소요산","1767","1717","20260404",""
"20260401","경원선","청산","155","135","20260404",""
"20260401","경원선","전곡","1237","1133","20260404",""
"20260401","경원선","연천","1111","1093","20260404",""
"20260401","안산선","산본","18668","20051","20260404",""
"20260401","안산선","대야미","5938","5400","20260404",""
"20260401","안산선","반월","5157","5002","20260404",""
"20260401","안산선","상록수","18201","18536","20260404",""
"20260401","안산선","한대앞","12261","12297","20260404",""
"20260401","안산선","중앙","21000","21835","20260404",""
"20260401","안산선","고잔","10598","10167","20260404",""
"20260401","안산선","초지","6033","6370","20260404",""
"20260401","안산선","안산","12987","11923","20260404",""
"20260401","안산선","신길온천","2482","2158","20260404",""
"20260401","안산선","정왕","12864","12963","20260404",""
"20260401","안산선","오이도","8942","8712","20260404",""
"20260401","안산선","수리산","4908","4030","20260404",""
"20260401","과천선","선바위","8850","7925","20260404",""
"20260401","과천선","경마공원","2135","2134","20260404",""
"20260401","과천선","대공원","4359","4535","20260404",""
"20260401","과천선","과천","6244","5778","20260404",""
"20260401","과천선","정부과천청사","16563","17519","20260404",""
"20260401","과천선","인덕원","31254","31980","20260404",""
"20260401","과천선","평촌","21608","20848","20260404",""
"20260401","과천선","범계","32925","33233","20260404",""
"20260401","분당선","선릉","14715","21833","20260404",""
"20260401","분당선","한티","17205","18468","20260404",""
"20260401","분당선","도곡","9336","9600","20260404",""
"20260401","분당선","구룡","4297","4218","20260404",""
"20260401","분당선","개포동","4982","5152","20260404",""
"20260401","분당선","대모산입구","6762","6465","20260404",""
"20260401","분당선","수서","19484","20343","20260404",""
"20260401","분당선","복정","2","0","20260404",""
"20260401","분당선","수원","9093","8155","20260404",""
"20260401","분당선","서울숲","14046","14402","20260404",""
"20260401","분당선","압구정로데오","19745","21224","20260404",""
"20260401","분당선","강남구청","11218","12853","20260404",""
"20260401","분당선","선정릉","8806","8987","20260404",""
"20260401","분당선","가천대","17358","17383","20260404",""
"20260401","분당선","태평","14744","14346","20260404",""
"20260401","분당선","모란","22038","22443","20260404",""
"20260401","분당선","야탑","29247","31374","20260404",""
"20260401","분당선","서현","26165","26811","20260404",""
"20260401","분당선","수내","14570","14743","20260404",""
"20260401","분당선","정자","22140","23424","20260404",""
"20260401","분당선","미금","17759","18471","20260404",""
"20260401","분당선","오리","13044","11343","20260404",""
"20260401","분당선","이매","6641","6204","20260404",""
"20260401","분당선","보정","3070","2754","20260404",""
"20260401","분당선","죽전","16671","18267","20260404",""
"20260401","분당선","구성","8944","8999","20260404",""
"20260401","분당선","신갈","5574","5508","20260404",""
"20260401","분당선","기흥","13306","12692","20260404",""
"20260401","분당선","상갈","6229","5827","20260404",""
"20260401","분당선","청명","5524","5462","20260404",""
"20260401","분당선","영통","10671","10804","20260404",""
"20260401","분당선","망포","17997","17522","20260404",""
"20260401","분당선","매탄권선","6610","6567","20260404",""
"20260401","분당선","수원시청","16025","16990","20260404",""
"20260401","분당선","매교","6460","6325","20260404",""
"20260401","일산선","원흥","13240","12697","20260404",""
"20260401","일산선","지축","2","0","20260404",""
"20260401","일산선","삼송","22400","21739","20260404",""
"20260401","일산선","원당","13580","13209","20260404",""
"20260401","일산선","화정","20177","20917","20260404",""
"20260401","일산선","대곡","14078","12603","20260404",""
"20260401","일산선","백석","11564","12001","20260404",""
"20260401","일산선","마두","9273","9349","20260404",""
"20260401","일산선","정발산","8375","8362","20260404",""
"20260401","일산선","주엽","10447","10185","20260404",""
"20260401","일산선","대화","12905","10400","20260404",""
"20260401","중앙선","회기","33944","32767","20260404",""
"20260401","중앙선","중랑","6398","6015","20260404",""
"20260401","중앙선","상봉","6666","6641","20260404",""
"20260401","중앙선","망우","8673","8321","20260404",""
"20260401","중앙선","양원","3944","3860","20260404",""
"20260401","중앙선","구리","8322","8837","20260404",""
"20260401","중앙선","도농","11250","10376","20260404",""
"20260401","중앙선","양정","571","526","20260404",""
"20260401","중앙선","덕소","6125","6088","20260404",""
"20260401","중앙선","도심","3388","2663","20260404",""
"20260401","중앙선","팔당","823","815","20260404",""
"20260401","중앙선","운길산","740","704","20260404",""
"20260401","중앙선","양수","2182","2059","20260404",""
"20260401","중앙선","신원","204","170","20260404",""
"20260401","중앙선","국수","787","763","20260404",""
"20260401","중앙선","아신","571","542","20260404",""
"20260401","중앙선","오빈","315","312","20260404",""
"20260401","중앙선","양평","3090","3282","20260404",""
"20260401","중앙선","원덕","408","372","20260404",""
"20260401","중앙선","용문","1909","1805","20260404",""
"20260401","중앙선","지평","73","77","20260404",""
"20260401","장항선","봉명","1561","1654","20260404",""
"20260401","장항선","쌍용(나사렛대)","3695","3560","20260404",""
"20260401","장항선","아산","4756","4521","20260404",""
"20260401","장항선","탕정","2730","2237","20260404",""
"20260401","장항선","배방","1484","1450","20260404",""
"20260401","장항선","온양온천","5000","5094","20260404",""
"20260401","장항선","신창(순천향대)","3259","3124","20260404",""
"20260401","경의선","서울역","4221","5333","20260404",""
"20260401","경의선","신촌","1403","1787","20260404",""
"20260401","경의선","효창공원앞","3998","4283","20260404",""
"20260401","경의선","공덕","4907","3827","20260404",""
"20260401","경의선","서강대","2891","2780","20260404",""
"20260401","경의선","홍대입구","2248","2595","20260404",""
"20260401","경의선","가좌","7177","6708","20260404",""
"20260401","경의선","디지털미디어시티","2994","2995","20260404",""
"20260401","경의선","수색","3810","3911","20260404",""
"20260401","경의선","한국항공대","4832","4426","20260404",""
"20260401","경의선","강매","3899","3341","20260404",""
"20260401","경의선","행신","8630","8694","20260404",""
"20260401","경의선","능곡","5253","4991","20260404",""
"20260401","경의선","곡산","648","739","20260404",""
"20260401","경의선","백마","8840","8625","20260404",""
"20260401","경의선","풍산","7197","6912","20260404",""
"20260401","경의선","일산","12120","11886","20260404",""
"20260401","경의선","탄현","8824","8523","20260404",""
"20260401","경의선","야당","8540","8470","20260404",""
"20260401","경의선","운정","8590","8258","20260404",""
"20260401","경의선","금릉","5592","5489","20260404",""
"20260401","경의선","금촌","7588","7425","20260404",""
"20260401","경의선","월롱","2645","2299","20260404",""
"20260401","경의선","파주","1950","1625","20260404",""
"20260401","경의선","문산","6001","5709","20260404",""
"20260401","경의선","임진강","7","9","20260404",""
"20260401","경의선","운천","4","3","20260404",""
"20260401","경춘선","신내","3476","3326","20260404",""
"20260401","경춘선","갈매","3259","2938","20260404",""
"20260401","경춘선","별내","2964","2801","20260404",""
"20260401","경춘선","퇴계원","3929","3703","20260404",""
"20260401","경춘선","사릉","2530","2434","20260404",""
"20260401","경춘선","금곡","1996","1945","20260404",""
"20260401","경춘선","평내호평","7669","7476","20260404",""
"20260401","경춘선","천마산","1857","1730","20260404",""
"20260401","경춘선","마석","4907","4712","20260404",""
"20260401","경춘선","대성리","577","500","20260404",""
"20260401","경춘선","청평","1781","1733","20260404",""
"20260401","경춘선","상천","324","306","20260404",""
"20260401","경춘선","가평","1800","1826","20260404",""
"20260401","경춘선","굴봉산","105","107","20260404",""
"20260401","경춘선","백양리","73","76","20260404",""
"20260401","경춘선","강촌","490","511","20260404",""
"20260401","경춘선","김유정","423","391","20260404",""
"20260401","경춘선","남춘천","2864","2982","20260404",""
"20260401","경춘선","춘천","1769","1674","20260404",""
"20260401","수인선","고색","7307","7144","20260404",""
"20260401","수인선","오목천","5726","5087","20260404",""
"20260401","수인선","어천","1937","1958","20260404",""
"20260401","수인선","야목","893","724","20260404",""
"20260401","수인선","사리","5887","5289","20260404",""
"20260401","수인선","달월","113","75","20260404",""
"20260401","수인선","월곶","3884","3638","20260404",""
"20260401","수인선","소래포구","5881","5460","20260404",""
"20260401","수인선","인천논현","6253","6623","20260404",""
"20260401","수인선","호구포","4778","4874","20260404",""
"20260401","수인선","남동인더스파크","2607","2968","20260404",""
"20260401","수인선","원인재","5155","5431","20260404",""
"20260401","수인선","연수","5442","5304","20260404",""
"20260401","수인선","송도","3178","2915","20260404",""
"20260401","수인선","인하대","10287","9852","20260404",""
"20260401","수인선","숭의","5424","4991","20260404",""
"20260401","수인선","신포","2146","2167","20260404",""
"20260401","수인선","인천","1078","1632","20260404",""
"20260401","경강선","판교","6726","6665","20260404",""
"20260401","경강선","이매","1224","1155","20260404",""
"20260401","경강선","삼동","2778","2663","20260404",""
"20260401","경강선","경기광주","9751","9259","20260404",""
"20260401","경강선","초월","4401","4144","20260404",""
"20260401","경강선","곤지암","2484","2409","20260404",""
"20260401","경강선","신둔도예촌","1833","1634","20260404",""
"20260401","경강선","이천","3076","3204","20260404",""
"20260401","경강선","부발","2506","2499","20260404",""
"20260401","경강선","세종대왕릉","391","351","20260404",""
"20260401","경강선","여주","3382","3264","20260404",""
"20260401","경강선","성남","1535","1300","20260404",""
"20260401","서해선","김포공항","3211","4904","20260404",""
"20260401","서해선","원종","6127","6062","20260404",""
"20260401","서해선","부천종합운동장","3556","3202","20260404",""
"20260401","5호선","방화","8193","7985","20260404",""
"20260401","5호선","개화산","7228","6854","20260404",""
"20260401","5호선","김포공항","13997","8456","20260404",""
"20260401","5호선","송정","7120","6921","20260404",""
"20260401","5호선","마곡","18970","19094","20260404",""
"20260401","5호선","발산","28084","28433","20260404",""
"20260401","5호선","우장산","17838","17806","20260404",""
"20260401","5호선","화곡","33285","31244","20260404",""
"20260401","5호선","까치산","31385","30537","20260404",""
"20260401","5호선","신정(은행정)","15869","13106","20260404",""
"20260401","5호선","목동","19196","21187","20260404",""
"20260401","5호선","오목교(목동운동장앞)","24341","26219","20260404",""
"20260401","5호선","양평","10122","9975","20260404",""
"20260401","5호선","영등포구청","6083","6005","20260404",""
"20260401","5호선","영등포시장","13788","13849","20260404",""
"20260401","5호선","신길","5879","6201","20260404",""
"20260401","5호선","여의도","34765","37535","20260404",""
"20260401","5호선","여의나루","20442","22092","20260404",""
"20260401","5호선","마포","17662","17799","20260404",""
"20260401","5호선","공덕","17622","18243","20260404",""
"20260401","5호선","애오개","8146","7834","20260404",""
"20260401","5호선","충정로(경기대입구)","6150","6414","20260404",""
"20260401","5호선","서대문","23457","23488","20260404",""
"20260401","5호선","광화문(세종문화회관)","40318","42461","20260404",""
"20260401","5호선","종로3가","17257","17305","20260404",""
"20260401","5호선","을지로4가","8066","8122","20260404",""
"20260401","5호선","동대문역사문화공원(DDP)","3803","4342","20260404",""
"20260401","5호선","청구","4147","3701","20260404",""
